SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,OPINION_TYPE,OSOPINION_TYPE,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_QOQ,OPERATE_INCOME,OPERATE_INCOME_QOQ,INTEREST_INCOME,INTEREST_INCOME_QOQ,EARNED_PREMIUM,EARNED_PREMIUM_QOQ,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_QOQ,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_QOQ,TOI_OTHER,TOI_OTHER_QOQ,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_QOQ,OPERATE_COST,OPERATE_COST_QOQ,INTEREST_EXPENSE,INTEREST_EXPENSE_QOQ,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_QOQ,RESEARCH_EXPENSE,RESEARCH_EXPENSE_QOQ,SURRENDER_VALUE,SURRENDER_VALUE_QOQ,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_QOQ,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_QOQ,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_QOQ,REINSURE_EXPENSE,REINSURE_EXPENSE_QOQ,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_QOQ,OPERATE_TAX_ADD,OPERATE_TAX_ADD_QOQ,SALE_EXPENSE,SALE_EXPENSE_QOQ,MANAGE_EXPENSE,MANAGE_EXPENSE_QOQ,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_QOQ,FINANCE_EXPENSE,FINANCE_EXPENSE_QOQ,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_QOQ,FE_INTEREST_INCOME,FE_INTEREST_INCOME_QOQ,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_QOQ,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_QOQ,OTHER_INCOME,OTHER_INCOME_QOQ,TOC_OTHER,TOC_OTHER_QOQ,INVEST_INCOME,INVEST_INCOME_QOQ,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_QOQ,ACF_END_INCOME,ACF_END_INCOME_QOQ,EXCHANGE_INCOME,EXCHANGE_INCOME_QOQ,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_QOQ,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_QOQ,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_QOQ,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_QOQ,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_QOQ,OPERATE_PROFIT,OPERATE_PROFIT_QOQ,NONBUSINESS_INCOME,NONBUSINESS_INCOME_QOQ,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_QOQ,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_QOQ,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_QOQ,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_QOQ,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_QOQ,TOTAL_PROFIT,TOTAL_PROFIT_QOQ,EFFECT_TP_OTHER,EFFECT_TP_OTHER_QOQ,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_QOQ,INCOME_TAX,INCOME_TAX_QOQ,NETPROFIT,NETPROFIT_QOQ,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_QOQ,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_QOQ,NETPROFIT_OTHER,NETPROFIT_OTHER_QOQ,NETPROFIT_BALANCE,NETPROFIT_BALANCE_QOQ,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_QOQ,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_QOQ,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_QOQ,MINORITY_INTEREST,MINORITY_INTEREST_QOQ,PARENT_NETPROFIT,PARENT_NETPROFIT_QOQ,BASIC_EPS,BASIC_EPS_QOQ,DILUTED_EPS,DILUTED_EPS_QOQ,UNABLE_OCI,UNABLE_OCI_QOQ,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_QOQ,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_QOQ,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_QOQ,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_QOQ,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_QOQ,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_QOQ,ABLE_OCI,ABLE_OCI_QOQ,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_QOQ,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_QOQ,HMI_AFA,HMI_AFA_QOQ,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_QOQ,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_QOQ,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_QOQ,FINANCE_OCI_AMT,FINANCE_OCI_AMT_QOQ,CONVERT_DIFF,CONVERT_DIFF_QOQ,ABLE_OCI_OTHER,ABLE_OCI_OTHER_QOQ,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_QOQ,OCI_OTHER,OCI_OTHER_QOQ,OCI_BALANCE,OCI_BALANCE_QOQ,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_QOQ,PARENT_OCI,PARENT_OCI_QOQ,MINORITY_OCI,MINORITY_OCI_QOQ,PARENT_OCI_OTHER,PARENT_OCI_OTHER_QOQ,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_QOQ,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_QOQ,PARENT_TCI,PARENT_TCI_QOQ,MINORITY_TCI,MINORITY_TCI_QOQ,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_QOQ,TCI_OTHER,TCI_OTHER_QOQ,TCI_BALANCE,TCI_BALANCE_QOQ,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_QOQ,PRECOMBINE_TCI,PRECOMBINE_TCI_QOQ,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_QOQ
300498.SZ,300498,温氏股份,10072705,通用,2026-03-31 00:00:00,一季度,2026一季度,058001001,2026-04-22 00:00:00,2026-04-22 00:00:00,CNY,,,24530791868.66,-12.530797272463,24525667199.71,-12.522033906347,5124668.95,-40.876508903004,,,,,,,,,25226710528.45,-8.835608536582,23861547219.02,-8.719655096292,187562.19,105.965834624631,,,164654873.04,-25.248538925465,,,,,,,,,,,,,37569812.51,-35.207934565814,238474967.89,-6.156356376625,741945235.78,-11.475691091798,,,182330858.02,13.862944593796,186345790.25,5.13417790878,4676166.24,-29.13181952733,,,,,80314583.14,-22.354165763616,,,94163430.87,315.359078296033,29510512.75,134.614304178018,,,,,,,-12198752.23,-136.036122016607,2938108.74,108.807650158579,-15094384.44,76.134597887516,-508732830.91,-218.11030888326,-1054528504.62,-601.141569337322,8254526.76,-59.267292836133,,,16424057.23,-91.179644419478,,,,,0.0,,-1062698035.09,-2488.939897671959,,,0.0,,25576739.92,295.890015953109,-1088274775.01,-1991.310828447155,-1088274775.01,-1991.310828447155,,,,,,,,,,,,,-18191822.26,-138.738241322316,-1070082952.75,-10214.320712699151,-0.161,-10833.333333333332,-0.161,-1348.062015503876,,,,,,,,,,,,,,,-423747.73,-99.757145864039,-479202.23,-198.317873521405,,,,,,,,,,,,,55454.5,207.685582837573,,,,,,,,,-480528.66,74.457955595628,-423747.73,77.190533454944,-56780.93,-141.078705516018,,,,,-1088755303.67,-2056.101660599851,-1070506700.48,-12373.485590512493,-18248603.19,-138.878651707871,,,,,,,,,,,-1165631859.24,-1868.55830999457
300498.SZ,300498,温氏股份,10072705,通用,2025-12-31 00:00:00,四季度,2025四季度,058001001,2026-04-22 00:00:00,2026-04-22 00:00:00,CNY,标准无保留意见,,28045061694.54,8.104729767269,28036393957.14,8.096058977562,8667737.4,45.980332175274,,,,,,,,,27671671058.73,12.034745162617,26140947697.11,13.24929434675,91064.71,-69.135672714329,,,220269772.22,-5.363386456698,,,,,,,,,,,,,57985205.84,44.197319730513,254119467.96,2.410176003334,838125984.75,-9.034604174721,,,160131866.14,-7.843620483271,177245681.62,-11.341021049877,6598400.31,120.188011868528,,,,,103437079.31,79.010677142034,,,-43723919.89,-131.247579473937,-85255253.43,-920.583901706108,,,,,,,33851456.67,-67.534353112696,-33358599.48,-376.299188417318,-63247978.68,-491.035742324799,-159923402.89,-133.409775735342,210425270.85,-89.610317050618,20265107.17,272.098074427528,,,186206293.84,247.635662035519,,,,,,,44484084.18,-97.750160702278,,,,,-13056683.77,-114.404481253534,57540767.95,-96.949977146511,57540767.95,-96.949977146511,,,,,,,,,,,,,46960888.36,-55.431937265934,10579879.59,-99.406025006303,0.0015,-99.439880507842,0.0129,-95.032730073161,,,,,,,,,,,,,,,-212131.45,70.546640643995,-160634.77,77.432902634837,,,,,0.0,,,,,,,,-51496.68,-511.690334075724,,,,,,,,,-1881324.19,-161.021693172522,-1857771.33,-157.941981652292,-23552.86,-4381.223006525999,,,,,55659443.76,-97.048571590972,8722108.26,-99.510125817135,46937335.5,-55.454067824021,,,,,,,,,,,65908590.7799997,-95.963840686673
300498.SZ,300498,温氏股份,10072705,通用,2025-09-30 00:00:00,三季度,2025三季度,058001001,2025-10-22 00:00:00,2025-10-22 00:00:00,CNY,,,25942492761.34,2.06071950474,25936555155.04,2.075247513756,5937606.3,-37.065914084221,,,,,,,,,24699186862.58,4.450476776042,23082658349.35,4.592707609961,295048.42,93.298339191168,,,232753227.29,11.501280040276,,,,,,,,,,,,,40212401.97,2.210577609648,248138884.12,1.592836605209,921367930.24,2.012856339752,,,173761021.19,-4.54033794568,199918478.33,1.641554593955,2996711.88,-49.023832894122,,,,,57782631.16,-8.39363264156,,,139927381.98,28.361373902285,10389583.96,-78.363103604884,,,,,,,104268542.03,51.31691472781,12073361.37,155.747110261188,-10701210.46,50.286366776546,478672482.44,191.882111937403,2025329087.28,37.299327769896,5446173.62,-62.554630268973,,,53563634.05,148.984855211891,,,,,,,1977211626.85,34.673591632036,,,,,90643207.07,277.898367955845,1886568419.78,30.633871334521,1886568419.78,30.633871334521,,,,,,,,,,,,,105368924.47,711.297469031792,1781199495.31,21.882944733719,0.2678,21.176470588235,0.2597,17.299006323397,,,,,,,,,,,,,,,-720228.37,-298.976357399601,-711809.62,-4274.304778854166,,,,,0.0,,,,,,,,-8418.75,94.87432124902,,,,,,,,,-720753.96,-275.776919400087,-720228.37,-298.976357399601,-525.59,95.342421809507,,,,,1885847665.82,30.601308857217,1780479266.94,21.84871265366,105368398.88,710.894481343246,,,,,,,,,,,1632953153.32,21.714796629931
300498.SZ,300498,温氏股份,10072705,通用,2025-06-30 00:00:00,二季度,2025二季度,058001001,2025-08-28 00:00:00,2025-08-28 00:00:00,CNY,,,25418684962.47,3.936612224276,25409250319.52,3.956121465092,9434642.95,-30.958622928415,,,,,,,,,23646791881.61,5.072515256453,22069089592.2,5.489791996079,152638.88,-4.889971208193,,,208744892.62,36.222147241818,,,,,,,,,,,,,39342701.03,26.721133038691,244248406.1,9.484290228265,903188052.27,-8.412734851648,,,182025598.51,-4.665244657206,196689709.37,-9.875771635703,5878652.81,-36.744608070477,,,,,63077090.41,1.3124365762,,,109010505.05,6326.292359346574,48017903.17,2635.229918594869,,,,,,,68907393.61,-33.680734105344,4720820.25,366.392124862297,-21525705.86,-271.422575117334,-520963735.32,-9575.877502337527,1475119449.0,-30.43694082196,14544317.92,266.161618629586,,,21512808.08,30.199999374807,,,,,,,1468150958.84,-30.353343832611,,,,,23986133.51,12.79282741979,1444164825.33,-30.793041364089,1444164825.33,-30.793041364089,,,,,,,,,,,,,-17236931.25,-123.451969470999,1461401756.58,-27.410263368908,0.221,-27.350427350427,0.2214,-23.760330578512,,,,,,,,,,,,,,,-180519.06,-589.23090181888,-16272.52,-26.733712722733,,,,,0.0,-100.0,,,,,,,-164246.54,-1127.425745423246,,,,,,,,,-191803.68,-634.045826266921,-180519.06,-589.23090181888,-11284.62,-1047.59236471988,,,,,1443973021.65,-30.803423895943,1461221237.52,-27.42056022178,-17248215.87,-123.467636902601,,,,,,,,,,,1341622545.93,-29.914403773092
300498.SZ,300498,温氏股份,10072705,通用,2025-03-31 00:00:00,一季度,2025一季度,058001001,2025-04-24 00:00:00,2026-04-22 00:00:00,CNY,,,24455949081.37,-17.921409003088,24442283880.37,-17.896437578052,13665201.0,-46.840643825468,,,,,,,,,22505211590.2,-13.894935380258,20920592575.46,-12.297170182111,160486.63,-7.944178664891,,,153238586.27,-32.817722806315,,,,,,,,,,,,,31046677.13,-49.891084516033,223089911.43,-17.283964314561,986150258.78,-31.067606969309,,,190933094.5,-34.707782724159,218242877.57,-12.210423980368,9293520.49,314.6720617012,,,,,62259967.82,-31.561705665548,,,-1750809.29,98.947886251061,-1894025.58,97.369878804257,,,,,,,103902527.69,3483.730741468476,-1772132.06,94.744825588694,12557100.98,120.462029763907,-5384149.76,97.937110300714,2120549996.55,-34.352859993199,3972103.35,92.557572476855,,,16522894.15,-94.588905205903,,,,,0.0,,2107999205.75,-27.979299504965,,,0.0,,21265654.97,124.939641613747,2086733550.78,-30.724021509492,2086733550.78,-30.724021509492,,,,,,,,,,,,,73498864.44,-55.384061478543,2013234686.34,-29.297344396236,0.3042,-29.23935799023,0.2904,-31.103202846975,,,,,,,,,,,,,,,36898.54,-91.597952160035,-12839.93,-115.235262087686,,,,,33752.25,200.0,,,,,,,15986.22,-95.886580806848,,,,,,,,,35915.21,-91.96429730087,36898.54,-91.597952160035,-983.33,-112.632367317942,,,,,2086769465.99,-30.733106885846,2013271584.88,-29.306951459755,73497881.11,-55.386766471044,,,,,,,,,,,1914262870.2,-38.042511792695
300498.SZ,300498,温氏股份,10072705,通用,2024-12-31 00:00:00,四季度,2024四季度,058001001,2025-04-24 00:00:00,2026-04-22 00:00:00,CNY,标准无保留意见,,29795771082.73,3.599738242093,29770064975.69,3.573465312516,25706107.04,46.693490170501,,,,,,,,,26136919691.76,11.260937318203,23853953879.14,11.18570401456,174336.21,307.885481684528,,,228093766.2,32.231133283374,,,,,,,,,,,,,61958389.7,58.738997764171,269705758.48,19.441813182547,1430604996.32,1.842898910412,,,292428565.71,49.731402075358,248597712.24,-4.639941269103,-4329170.93,-126.285061784451,,,,,90972413.07,96.16548674754,,,-166408745.42,-631.183557927453,-72012863.25,-676.20357098233,,,,,0.0,,2899283.88,102.588483710109,-33721660.24,-480.381849290214,-61367817.0,-635.111430895493,-261000370.59,-6102.089858696871,3230224494.67,-38.24753137769,2062813.37,-82.954713293658,,,305352147.37,866.956402789067,,,,,,,2926935160.67,-43.836420140044,,,,,-85268486.61,-670.40562403449,3012203647.28,-42.322737495236,3012203647.28,-42.322737495236,0.0,,,,,,,,,,,,164736788.86,25.782566029281,2847466858.42,-44.074605797282,0.4299,-43.986970684039,0.4215,-41.765681127383,,,,,,,,,,,,,,,439161.27,296.644502058882,84277.71,,,,,,-33752.25,-120.891688481675,,,,,,,388635.81,286.801471452362,,,,,,,,,446945.48,297.626853115932,439161.27,296.644502058882,7784.21,375.182943642753,,,,,3012650592.76,-42.311681304384,2847906019.69,-44.063526984199,164744573.07,25.791226455835,,,,,,,,,,,3089639243.92,-39.578824703081
300498.SZ,300498,温氏股份,10072705,通用,2024-09-30 00:00:00,三季度,2024三季度,058001001,2024-10-23 00:00:00,2025-10-22 00:00:00,CNY,,,28760469464.8,13.941699925861,28742945778.5,13.928228340885,17523686.3,41.358368386175,,,,,,,,,23491550872.89,3.722679059294,21454155541.45,3.425954703901,42741.46,55.658166821688,,,172496265.09,-10.717181187922,,,,,,,,,,,,,39031612.0,-1.423124418649,225805144.19,-2.430257260804,1404717473.31,19.914883399615,,,195302095.39,-27.463594128285,260693749.09,-14.425990983515,16470080.86,-42.377106284681,,,,,46375340.83,-26.248980399846,,,31327917.24,150.585022244458,-9277574.33,83.863611513101,,,,,,,-112007035.96,-141.630453511112,8865212.76,166.943135154439,-8348097.23,40.596780759726,-4208264.9,41.060997916594,5230923664.65,84.934222009394,12101957.6,331.889805774277,,,31578688.19,-2.093706288986,,,,,,,5211446934.06,86.184272271216,,,,,-11067998.98,-111.82038911741,5222514933.04,93.03716595135,5222514933.04,93.03716595135,,,,,,,,,,,,,130969492.88,1.920861026659,5091545440.16,97.580745724478,0.7675,97.148728487028,0.7238,86.402266288952,,,,,,,,,,,,,,,-223327.51,-263.228015627906,0.0,,,,,,-15280.0,,,,,,,,-208047.51,-271.177079686538,,,,,,,,,-226156.25,-263.119030974954,-223327.51,-263.228015627906,-2828.74,-254.95105638239,,,,,5222288776.79,93.018915086309,5091322112.65,97.56159009023,130966664.14,1.917211791202,,,,,,,,,,,5113504046.78,111.091942497967
300498.SZ,300498,温氏股份,10072705,通用,2024-06-30 00:00:00,二季度,2024二季度,058001001,2024-08-27 00:00:00,2025-08-28 00:00:00,CNY,,,25241390538.77,15.534178671123,25228993900.0,15.508329416581,12396638.77,112.160414308291,,,,,,,,,22648422780.77,-1.199169729364,20743492871.66,-1.817958419553,27458.54,99.869270103543,,,193202082.31,51.828470898002,,,,,,,,,,,,,39595099.53,43.744521646214,231429475.83,7.039637443814,1171428794.73,2.562474888857,,,269246998.17,-4.707813120397,304641271.44,-1.384574793389,28582529.96,-29.819823412973,,,,,62880948.74,5.412451944072,,,-61931211.75,-142.423051565402,-57494738.29,-1062.494546643402,,,,,,,269050722.52,168.915939920471,-13242900.47,-478.477244592702,-14053274.11,-201.498121768499,-7140034.19,-76.559391787559,2828532008.74,326.785886979919,2802093.83,-75.200442877292,,,32253992.05,-31.679892596715,,,,,,,2799080110.52,318.143529108643,,,,,93634810.75,453.195195231563,2705445299.77,315.294371881723,2705445299.77,315.294371881723,,,,,,,,,,,,,128501164.1,723.576514974857,2576944135.67,308.487422005343,0.3893,308.404710920771,0.3883,307.869379014989,,,,,,,,,,,,,,,136819.35,-50.834926240899,,,,,,,,,,,,,,,121539.35,-56.325687065586,,,,,,,,,138644.92,-50.194843545908,136819.35,-50.834926240899,1825.57,1951.893896819153,,,,,2705583944.69,315.353111178799,2577080955.02,308.54544469114,128502989.67,723.588066206859,,,,,,,,,,,2422406078.73,330.216311481523
300498.SZ,300498,温氏股份,10072705,通用,2024-03-31 00:00:00,一季度,2024一季度,058001001,2024-04-29 00:00:00,2025-04-24 00:00:00,CNY,,,21847552671.51,-13.364073675358,21841709621.66,-13.373988005094,5843049.85,51.414020488021,,,,,,,,,22923312201.66,-13.875136210323,21127583555.76,-14.50657766775,13738.25,3296.101648827034,,,127250232.56,-33.746878894776,,,,,,,,,,,,,27545466.83,-43.67060217211,216209136.5,-9.259493062952,1142161200.77,-3.570697983962,,,282548870.99,17.655031734339,308918478.83,6.389397284215,40727355.43,219.796807944062,,,,,59652296.84,-23.094984144044,,,145984811.24,-53.350004841933,-4945807.14,-107.789366822802,0.0,,,,0.0,,-390404197.97,-6.558966940742,3498995.16,113.069498209929,13845846.47,179.411430534645,-4043984.36,98.322219567873,-1247225762.77,24.857833520878,11298967.22,-14.49587612505,,,47210101.5,-79.415112759662,,,,,0.0,,-1283136897.05,31.600701600639,,,0.0,,-26510782.71,65.539824488144,-1256626114.34,30.14935882426,-1256626114.34,29.487055514545,0.0,100.0,,,,,,,,,,,-20607120.54,-133.87605993913,-1236018993.8,33.541993897569,-0.1868,32.902298850575,-0.1868,32.902298850575,0.0,-100.0,,,,,0.0,,,,,,,,278285.66,-71.96783498388,,,,,,,,,,,,,,,278285.66,-71.96783498388,,,,,,,,,278374.63,-93.470403432167,278285.66,-93.474502477045,88.97,106.767889608167,,,,,-1256347739.71,29.998945574842,-1235740708.14,33.404254307058,-20607031.57,-133.876645774376,,,,,,,,,,,-1052230427.61,34.450306684849
300498.SZ,300498,温氏股份,10072705,通用,2023-12-31 00:00:00,四季度,2023四季度,058001001,2024-04-29 00:00:00,2025-04-24 00:00:00,CNY,标准无保留意见,,25217659230.24,7.292999176654,25213800241.6,7.293878008799,3858988.64,1.842636137918,,,,,,,,,26616369760.12,14.362762286063,24712525220.54,15.293148555581,404.53,,,,192066774.27,38.102549288859,,,,,,,,,,,,,48900694.65,71.045608614323,238271907.22,5.522266867346,1184454493.49,2.212895899489,,,240150265.42,-16.277696538979,290365851.03,-9.559026393503,-33997028.91,-168.601040457094,,,,,77566197.96,118.917098962579,,,312936390.98,417.001323720218,63494341.1,187.411606018307,0.0,,,,0.0,,-366373857.76,-25.469512200318,-26772222.65,-157.766126900858,-17435583.74,-21.682146912626,-241031799.07,-455.01707609669,-1659821404.16,-1340.696905839508,13214528.97,15.852812111513,,,229343503.07,1051.243852169245,,,,,,,-1875950378.26,-1597.569651154926,,,,,-76931653.18,-213.14348445188,-1799018725.08,-1300.675686070432,-1782121174.36,-1289.398161261599,-16897550.72,,,,,,,,,,,,60830924.78,768.8398567959,-1859849649.86,-1270.240418628766,-0.2784,-1154.545454545455,-0.2784,-1154.545454545455,3271852.21,,,,3271852.21,,,,,,,,,,992736.95,2498.401391006535,,,,,,,,,,,,,,,992736.95,2498.401391006535,,,,,,,,,4263274.57,10399.851998992066,4264589.16,10403.027980791276,-1314.59,,,,,,-1794755450.51,-1298.161343649778,-1855585060.7,-1267.861245453472,60829610.19,768.825402795891,,,,,,,,,,,-1605240809.52,-671.1613188596
