SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,OPINION_TYPE,OSOPINION_TYPE,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_QOQ,OPERATE_INCOME,OPERATE_INCOME_QOQ,INTEREST_INCOME,INTEREST_INCOME_QOQ,EARNED_PREMIUM,EARNED_PREMIUM_QOQ,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_QOQ,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_QOQ,TOI_OTHER,TOI_OTHER_QOQ,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_QOQ,OPERATE_COST,OPERATE_COST_QOQ,INTEREST_EXPENSE,INTEREST_EXPENSE_QOQ,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_QOQ,RESEARCH_EXPENSE,RESEARCH_EXPENSE_QOQ,SURRENDER_VALUE,SURRENDER_VALUE_QOQ,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_QOQ,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_QOQ,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_QOQ,REINSURE_EXPENSE,REINSURE_EXPENSE_QOQ,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_QOQ,OPERATE_TAX_ADD,OPERATE_TAX_ADD_QOQ,SALE_EXPENSE,SALE_EXPENSE_QOQ,MANAGE_EXPENSE,MANAGE_EXPENSE_QOQ,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_QOQ,FINANCE_EXPENSE,FINANCE_EXPENSE_QOQ,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_QOQ,FE_INTEREST_INCOME,FE_INTEREST_INCOME_QOQ,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_QOQ,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_QOQ,OTHER_INCOME,OTHER_INCOME_QOQ,TOC_OTHER,TOC_OTHER_QOQ,INVEST_INCOME,INVEST_INCOME_QOQ,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_QOQ,ACF_END_INCOME,ACF_END_INCOME_QOQ,EXCHANGE_INCOME,EXCHANGE_INCOME_QOQ,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_QOQ,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_QOQ,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_QOQ,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_QOQ,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_QOQ,OPERATE_PROFIT,OPERATE_PROFIT_QOQ,NONBUSINESS_INCOME,NONBUSINESS_INCOME_QOQ,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_QOQ,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_QOQ,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_QOQ,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_QOQ,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_QOQ,TOTAL_PROFIT,TOTAL_PROFIT_QOQ,EFFECT_TP_OTHER,EFFECT_TP_OTHER_QOQ,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_QOQ,INCOME_TAX,INCOME_TAX_QOQ,NETPROFIT,NETPROFIT_QOQ,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_QOQ,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_QOQ,NETPROFIT_OTHER,NETPROFIT_OTHER_QOQ,NETPROFIT_BALANCE,NETPROFIT_BALANCE_QOQ,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_QOQ,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_QOQ,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_QOQ,MINORITY_INTEREST,MINORITY_INTEREST_QOQ,PARENT_NETPROFIT,PARENT_NETPROFIT_QOQ,BASIC_EPS,BASIC_EPS_QOQ,DILUTED_EPS,DILUTED_EPS_QOQ,UNABLE_OCI,UNABLE_OCI_QOQ,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_QOQ,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_QOQ,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_QOQ,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_QOQ,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_QOQ,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_QOQ,ABLE_OCI,ABLE_OCI_QOQ,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_QOQ,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_QOQ,HMI_AFA,HMI_AFA_QOQ,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_QOQ,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_QOQ,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_QOQ,FINANCE_OCI_AMT,FINANCE_OCI_AMT_QOQ,CONVERT_DIFF,CONVERT_DIFF_QOQ,ABLE_OCI_OTHER,ABLE_OCI_OTHER_QOQ,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_QOQ,OCI_OTHER,OCI_OTHER_QOQ,OCI_BALANCE,OCI_BALANCE_QOQ,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_QOQ,PARENT_OCI,PARENT_OCI_QOQ,MINORITY_OCI,MINORITY_OCI_QOQ,PARENT_OCI_OTHER,PARENT_OCI_OTHER_QOQ,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_QOQ,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_QOQ,PARENT_TCI,PARENT_TCI_QOQ,MINORITY_TCI,MINORITY_TCI_QOQ,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_QOQ,TCI_OTHER,TCI_OTHER_QOQ,TCI_BALANCE,TCI_BALANCE_QOQ,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_QOQ,PRECOMBINE_TCI,PRECOMBINE_TCI_QOQ,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_QOQ
002192.SZ,002192,融捷股份,10098593,通用,2026-03-31 00:00:00,一季度,2026一季度,058001001,2026-04-28 00:00:00,2026-04-28 00:00:00,CNY,,,376193077.47,13.691309369659,376193077.47,13.691309369659,,,,,,,,,,,173965796.79,-18.797173186909,96485001.49,-28.246012978023,,,,,1566373.1,-72.025037328616,,,,,,,,,,,,,31988805.65,67.826519049357,887314.1,-44.86355369361,45885882.89,-13.48808825814,,,-2847580.44,-718.184089348404,268147.55,-67.596988211927,3143733.2,691.681381840995,,,,,328928.6,-61.560288473541,,,139797983.19,313.467897893283,138878665.05,357.93841324396,,,,,,,7751247.71,44.829309427247,,,1116650.44,-89.029881142933,-266360.19,98.20608448121,350955730.43,130.886466887506,89491.65,-93.554267375541,,,17330533.44,1758.699417207882,,,,,0.0,,333714688.64,118.887319787391,,,0.0,,56920026.05,196.373046271711,276794662.59,107.719518174475,276794662.59,107.719518174475,,,,,,,,,,,,,-1177573.07,22.705463206441,277972235.66,106.245230132354,1.0705,106.222307840493,1.0705,106.222307840493,,,,,,,,,,,,,,,2636000.0,,,,,,,,2636000.0,,,,,,,,,,,,,,,,,,2636000.0,,2636000.0,,,,,,,,279430662.59,299.54964518856,280608235.66,292.679332434456,-1177573.07,22.705463206441,,,,,,,,,,,288335524.17,127.342189080719
002192.SZ,002192,融捷股份,10098593,通用,2025-12-31 00:00:00,四季度,2025四季度,058001001,2026-03-24 00:00:00,2026-03-24 00:00:00,CNY,标准无保留意见,,330889915.47,60.490274621323,330889915.47,60.490274621323,,,,,,,,,,,214236133.91,33.116950867465,134466397.61,22.948649616579,,,,,5599196.39,74.699109357208,,,,,,,,,,,,,19060638.23,69.213972216266,1609305.93,26.739747656131,53039959.43,50.93917887959,,,460636.32,-33.371228412411,827538.97,-8.73811724232,397095.76,51.711498574504,,,,,855699.97,388.484211232979,,,33811085.19,34.71936982238,30326930.66,24.386306003616,,,,,,,5351988.31,-13.444458966177,0.0,,10179018.61,287.657064172635,-14847978.47,-474.309281754612,152003595.17,121.313697326276,1388386.01,1015.595383522722,,,932401.08,9.12758878834,,,,,,,152459580.1,124.362136318084,,,,,19205533.96,52.345530783253,133254046.14,140.765915540545,133254046.14,140.765915540545,,,,,,,,,,,,,-1523488.1,52.840825690756,134777534.24,130.088391684306,0.5191,130.097517730496,0.5191,130.097517730496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69936406.14,26.362413312552,71459894.24,21.994308831422,-1523488.1,52.840825690756,,,,,,,,,,,126828867.68,138.974488340807
002192.SZ,002192,融捷股份,10098593,通用,2025-09-30 00:00:00,三季度,2025三季度,058001001,2025-10-25 00:00:00,2025-10-25 00:00:00,CNY,,,206174434.09,-1.049399566531,206174434.09,-1.049399566531,,,,,,,,,,,160938282.1,2.756949501231,109367933.71,-1.68433016661,,,,,3205051.48,30.011845937439,,,,,,,,,,,,,11264222.44,13.468062432465,1269772.08,1.06583099247,35139954.93,13.136502242381,,,691347.46,3.164010876886,906773.94,-21.142794796715,261744.01,-48.036240107328,,,,,175174.54,-19.546368464868,,,25097419.35,105.056801120699,24381245.52,117.822397521283,,,,,,,6183299.47,-31.920213954352,0.0,100.0,-5424266.15,-160.849502133083,-2585362.79,-192.242635730566,68682416.41,-15.523793430519,124452.47,-87.100051887962,,,854413.71,-62.590313454779,,,,,,,67952455.17,-15.043155684921,,,,,12606562.11,0.27142836457,55345893.06,-17.899338035751,55345893.06,-17.899338035751,,,,,,,,,,,,,-3230523.27,-269.173168833297,58576416.33,-10.57396349811,0.2256,-10.547184773989,0.2256,-10.547184773989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55345893.06,-17.899338035751,58576416.33,-10.57396349811,-3230523.27,-269.173168833297,,,,,,,,,,,53072136.93,-10.810229396715
002192.SZ,002192,融捷股份,10098593,通用,2025-06-30 00:00:00,二季度,2025二季度,058001001,2025-08-19 00:00:00,2025-08-19 00:00:00,CNY,,,208360973.24,119.203804303011,208360973.24,119.203804303011,,,,,,,,,,,156620338.46,77.621301073389,111241609.7,101.217722587768,,,,,2465199.58,27.051265632489,,,,,,,,,,,,,9927218.46,80.118638144945,1256381.18,21.780670212181,31059785.51,22.859957730329,,,670144.03,176.87135203385,1149893.58,43.1702604711,503704.91,-70.258045753473,,,,,217733.54,-37.732016891042,,,12239252.35,-5.776130599107,11193176.55,-8.837586115573,,,,,,,9082430.82,90.587199910876,-5761.34,,8914232.59,548.306145277526,-884663.11,-84.434841146342,81303859.63,261.13194174952,964751.71,5840.933219041004,,,2283937.1,1580.292393642434,,,,,,,79984674.24,257.1712198537,,,,,12572436.95,126.406200883924,67412237.29,300.289139242622,67412237.29,300.289139242622,,,,,,,,,,,,,1909595.53,162.254308441167,65502641.76,229.021823873779,0.2522,228.813559322034,0.2522,228.813559322034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67412237.29,300.289139242622,65502641.76,229.021823873779,1909595.53,162.254308441167,,,,,,,,,,,59504735.32,322.520893076539
002192.SZ,002192,融捷股份,10098593,通用,2025-03-31 00:00:00,一季度,2025一季度,058001001,2025-04-29 00:00:00,2026-04-28 00:00:00,CNY,,,95053538.83,-39.701237192659,95053538.83,-39.701237192659,,,,,,,,,,,88176551.75,-26.730291323886,55284200.75,-27.685133635896,,,,,1940318.79,-45.838256752716,,,,,,,,,,,,,5511488.74,-12.793714620762,1031675.37,-13.604446490118,25280641.54,-22.264225134899,,,-871773.44,-413.598848879456,803165.11,-21.607324434968,1693583.77,126.349083403059,,,,,349671.74,-63.913984874806,,,12989545.46,140.004770478834,12278280.13,329.921148944955,,,,,,,4765498.85,1.707621108942,,,-1988425.25,76.575079670195,-479661.6,86.69063657469,22513616.28,-37.908622113379,16239.06,-98.405929328087,,,135924.98,-87.976461158285,,,,,0.0,,22393930.36,-38.047730994398,,,0.0,,5553044.44,-45.740561248967,16840885.92,-35.00945482226,16840885.92,-35.00945482226,,,,,,,,,,,,,-3067411.04,53.119185086783,19908296.96,-38.660323223983,0.0767,-38.64,0.0767,-38.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16840885.92,-35.00945482226,19908296.96,-38.660323223983,-3067411.04,53.119185086783,,,,,,,,,,,14083264.59,-46.415825319107
002192.SZ,002192,融捷股份,10098593,通用,2024-12-31 00:00:00,四季度,2024四季度,058001001,2025-04-22 00:00:00,2026-03-24 00:00:00,CNY,标准无保留意见,,157637627.05,2.951637436109,157637627.05,2.951637436109,,,,,,,,,,,120345164.93,4.515820237451,76449288.41,-3.35722819559,,,,,3582452.62,-40.904255663808,,,,,,,,,,,,,6320059.06,19.686854920867,1194130.17,31.701470078173,32521244.67,41.930528088815,,,277990.0,-68.323093461927,1024541.01,-21.357089567642,748217.64,70.956379458647,,,,,968995.16,147.466977678112,,,5412203.03,128.397384343273,2855937.69,114.815916462339,,,,,,,4685488.46,-6.650018245977,-7859.32,,-8488503.79,-380.663434101617,-3603940.96,-94.913343617795,36258844.7,42.190413888527,1018716.44,10877.039210467618,,,1130490.63,-51.646110290409,,,,,,,36147070.51,55.997758413212,,,,,10234246.0,108.782690773194,25912824.51,41.835232963578,25912824.51,41.835232963578,,,,,,,,,,,,,-6542998.55,-545.802224687819,32455823.06,93.166703352431,0.125,93.199381761978,0.125,93.199381761978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25912824.51,41.835232963578,32455823.06,93.166703352431,-6542998.55,-545.802224687819,,,,,,,,,,,26282507.24,31.69411923213
002192.SZ,002192,融捷股份,10098593,通用,2024-09-30 00:00:00,三季度,2024三季度,058001001,2024-10-30 00:00:00,2025-10-25 00:00:00,CNY,,,153118134.86,-8.967753229521,153118134.86,-8.967753229521,,,,,,,,,,,115145405.41,-7.730531724674,79105024.6,-13.820505881332,,,,,6062116.08,102.803699767176,,,,,,,,,,,,,5280495.56,-17.248489544287,906694.64,-17.708055133878,22913495.15,8.158295045209,,,877579.38,-34.717194692071,1302776.06,-41.543951504603,437665.82,-51.258232191464,,,,,391565.44,-81.244608247048,,,-19058808.25,-121.50609976302,-19276146.01,-122.158423511242,,,,,,,5019270.89,-49.514678022362,0.0,,3024442.36,-58.413903810993,-1848996.53,59.933650564216,25500203.36,-82.619545923825,9280.43,-94.316113445364,,,2337951.79,13.07116078568,,,,,,,23171532.0,-83.99903041723,,,,,4901865.17,-48.481493122647,18269666.83,-86.496773980157,18269666.83,-86.496773980157,,,,,,,,,,,,,1467690.87,157.005320485657,16801975.96,-87.813456711088,0.0647,-87.815442561205,0.0647,-87.815442561205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18269666.83,-86.496773980157,16801975.96,-87.813456711088,1467690.87,157.005320485657,,,,,,,,,,,19957236.81,-84.16497758717
002192.SZ,002192,融捷股份,10098593,通用,2024-06-30 00:00:00,二季度,2024二季度,058001001,2024-08-20 00:00:00,2025-08-19 00:00:00,CNY,,,168202082.55,104.035566062283,168202082.55,104.035566062283,,,,,,,,,,,124792531.66,67.128427102709,91791005.98,94.315929178221,,,,,2989154.58,54.210502866774,,,,,,,,,,,,,6381147.04,24.841814969251,1101802.42,50.618852380917,21185148.25,7.593516610898,,,1344273.39,3408.713511869072,2228642.02,-2.958230728598,897927.67,-61.932107201988,,,,,2087748.66,74.759852896098,,,88620477.26,273.604385652414,86992407.2,450.753761766165,,,,,,,9942039.97,267.056442712741,0.0,-100.0,7272724.87,164.098084687175,-4614836.53,-885.397784116097,146717705.12,473.761473129532,163276.13,20409416.25,,,2067681.78,344513.63,,,,,,,144813299.47,466.327281263382,,,,,9514765.6,143.102554553404,135298533.87,524.74177317647,135298533.87,524.74177317647,,,,,,,,,,,,,-2574655.94,60.012761780414,137873189.81,390.73212779288,0.531,390.757855822551,0.531,390.757855822551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135298533.87,524.74177317647,137873189.81,390.73212779288,-2574655.94,60.012761780414,,,,,,,,,,,126032261.21,681.712729076873
002192.SZ,002192,融捷股份,10098593,通用,2024-03-31 00:00:00,一季度,2024一季度,058001001,2024-04-30 00:00:00,2025-04-29 00:00:00,CNY,,,82437628.79,-77.875120302388,82437628.79,-77.875120302388,,,,,,,,,,,74668644.84,-72.541630030141,47238024.37,-77.22753813939,,,,,1938359.92,-81.136391908164,,,,,,,,,,,,,5111385.99,-74.915715919318,731516.94,-60.092450911496,19689985.9,-39.003197230406,,,-40628.28,84.768985056741,2296580.16,85.99488528274,2358753.28,52.087680426273,,,,,1194638.6,-54.791276733056,,,23720406.04,142.155439645278,15795154.43,127.069952530906,,,,,,,2708586.15,-70.189151920873,937251.37,,-11346243.66,6.654116475468,587579.52,101.694894792604,25571201.97,174.831991181612,0.8,-99.998513535559,,,600.0,-99.912052555282,,,,,0.0,,25570602.77,194.731528406037,,,0.0,,3913889.6,57.765476712858,21656713.17,249.579855767126,21656713.17,249.579855767126,,,,,,,,,,,,,-6438694.08,60.274260851943,28095407.25,25.40950027378,0.1082,25.376593279258,0.1082,25.376593279258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21656713.17,249.579855767126,28095407.25,25.40950027378,-6438694.08,60.274260851943,,,,,,,,,,,16122580.14,49.782187217516
002192.SZ,002192,融捷股份,10098593,通用,2023-12-31 00:00:00,四季度,2023四季度,058001001,2024-04-18 00:00:00,2025-04-22 00:00:00,CNY,标准无保留意见,,372601478.14,83.496280728099,372601478.14,83.496280728099,,,,,,,,,,,271934003.81,170.434637484523,207434859.96,247.125155099878,,,,,10275658.35,34.3029545285,,,,,,,,,,,,,20376846.21,104.8490129889,1833028.98,501.96270235011,32280357.34,34.518660223644,,,-266747.03,75.82317499601,1234754.47,30.368683307778,1550916.73,-26.469481299915,,,,,2642495.77,44.775180823121,,,-56268909.16,-7894.57220184186,-58349398.33,-2937.606917000547,,,,,,,9085907.73,8.580065764456,0.0,,-12155055.19,-146.978247861932,-34667610.2,40.626977562361,9304303.28,-81.430882454809,53818.98,28325678.94736842,,,682225.62,4.813548124927,,,,,,,8675896.64,-82.457142370124,,,,,2480827.67,-70.263212309981,6195068.97,-84.931537443383,6195068.97,-84.931537443383,,,,,,,,,,,,,-16207864.77,-11.303718793478,22402933.74,-59.760979446313,0.0863,-59.748134328358,0.0863,-59.748134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6195068.97,-84.931537443383,22402933.74,-59.760979446313,-16207864.77,-11.303718793478,,,,,,,,,,,10764017.03,-77.415229274087
